Age,Earnings Past 12 Months,Usual Weekly Hours,Female,Married,No High School Degree,High School Degree or GED,Some College,Associates Degree,Bachelors Degree,Masters Degree,Professional Degree,Doctorate,Employed,White,Black,American Indian or Native American,Asian,Hawaiian or Pacific Islander,Other Race,Biracial,Hispanic,Worked 40+ Weeks During Past 12 Months,Worked 35+ Hours in a Typical Week
37,000000,50,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,01
64,054000,43,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
56,035000,38,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
52,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
50,043000,40,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
53,000000,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
49,045000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
61,040500,23,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
34,000000,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
25,007000,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
24,030000,40,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
33,000300,04,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
20,000600,10,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
57,010000,40,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
43,005000,55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
56,050000,45,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
34,040000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
48,019000,20,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
37,001000,60,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
30,100000,50,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
42,040900,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
45,055000,30,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,00
19,001800,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
55,000000,,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
34,000000,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,00
53,060000,40,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
34,067000,50,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,000000,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
44,012300,35,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
30,000000,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
21,002000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
48,000000,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
28,073000,55,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
54,000000,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,00
40,017500,49,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
51,105000,40,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,01
44,001500,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
54,039000,39,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,01
47,053000,40,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,01
46,028000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
58,040000,35,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
26,032600,38,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
38,056000,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
26,050000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
38,005000,40,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,01
63,000000,,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
29,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
52,005000,16,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,00
27,025000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,006000,40,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,01
50,090000,35,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
40,050000,40,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
19,000000,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
19,000000,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
41,063000,37,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
48,023000,40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
57,080000,50,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
31,100000,60,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
20,000000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
63,110000,40,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
37,000000,30,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,00
19,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
54,000000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
30,001800,05,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
55,000000,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
64,000000,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
43,000000,35,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,000000,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
64,000000,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
63,000000,,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
62,000000,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
64,000000,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,00
33,000000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
19,000000,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
18,000000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
63,000000,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
43,080000,43,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
21,012000,20,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,00
44,000000,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
21,020000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
30,030000,45,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,000000,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
39,036000,30,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
23,004400,06,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,00
46,020000,40,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
19,000000,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
23,009600,40,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,01
52,079000,50,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,000000,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
58,060000,40,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
38,046800,47,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
41,015000,40,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
50,056000,37,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
54,000000,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,00
34,050000,35,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
36,093000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,023500,38,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
63,120000,40,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
52,000000,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
48,085000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
35,038000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
48,049900,40,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,01
23,020000,40,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
62,000000,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
42,025000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
21,004600,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
25,000000,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
19,000000,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
43,056000,43,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
18,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
62,000000,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
25,035000,45,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
62,019000,35,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
20,000000,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
45,075000,40,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
62,045000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
53,078000,38,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,01
51,034000,40,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
59,000000,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
24,027000,40,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
56,094000,38,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
32,034000,32,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,00
33,030100,40,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
19,001000,15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
23,000000,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,00
44,077000,50,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
51,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
33,090000,40,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
18,005000,22,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
43,007800,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
37,028600,45,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
46,025600,40,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
18,000000,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
51,060000,40,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
49,000000,10,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
62,000000,,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,00
27,000000,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
19,005000,20,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
61,000000,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
63,050000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,01
53,000000,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,00
62,046900,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
20,000000,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
38,025000,40,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
43,038000,40,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,023000,40,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,180000,40,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
25,020000,40,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
25,000000,,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
35,000000,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,00
58,060000,50,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
35,030000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
32,000000,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,00
30,000000,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
56,068000,47,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
63,060000,48,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
40,153000,35,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,01
53,000000,80,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
35,055000,40,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
19,001200,17,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
51,082000,40,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
21,010000,20,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
58,015000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
63,060000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
63,000000,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
32,010600,22,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
51,050000,40,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
47,011200,40,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
35,078000,53,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
61,029000,30,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,00
59,040000,37,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
27,007500,35,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,01
58,090000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
49,021000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
56,005000,16,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
19,000400,20,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
61,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
49,080000,50,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,060000,45,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
45,010000,20,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
51,065000,40,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
21,013100,35,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,01
50,050000,35,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,01
62,020000,45,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
56,014900,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
62,000000,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
46,045000,40,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,01
44,050000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
19,004000,35,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
55,000000,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
30,080000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
55,000000,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
24,015000,37,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,01
21,004200,30,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
31,028000,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
57,060000,50,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
42,035000,37,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,01
46,075000,40,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
49,005300,20,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
35,000000,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
60,000000,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
61,000000,30,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,00
27,015700,35,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,01
53,000000,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,00
46,000000,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
43,000000,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
39,052000,40,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,01
22,000750,15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,00
59,200000,48,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
52,096000,40,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,01
43,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
24,027000,40,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
63,032100,35,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
35,047000,35,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
28,012000,47,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
64,000000,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
45,048000,50,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
37,004000,33,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
49,060000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,050000,80,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
51,050000,40,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
40,002200,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,00
47,090000,60,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
26,041000,48,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
32,046800,50,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
35,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
19,012500,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
63,000000,45,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
38,000000,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
44,000000,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
55,007600,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
49,067000,35,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
26,001700,15,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
25,030000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
23,000000,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
51,055000,40,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
37,000000,20,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,00
54,022000,40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,01
46,000000,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
50,004500,12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
40,003100,37,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
37,009000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
55,130000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
28,050000,40,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
24,000000,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
61,000000,,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,00
63,000000,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
34,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
59,000000,,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
18,000000,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
45,000000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
64,042000,40,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
61,000000,,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
57,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,00
25,013000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
32,000000,10,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
57,003800,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,00
27,060000,45,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
59,046000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,01
50,065000,50,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
30,030000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
45,060000,40,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,044000,37,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
22,033800,60,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
27,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
43,080000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
59,022000,40,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
23,000000,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
55,000000,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
57,000000,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
18,000000,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
28,029800,40,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
57,000850,60,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,01
39,019200,40,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
23,007200,08,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
60,000000,,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,00
52,020000,40,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
23,000000,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
52,026000,30,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
37,042000,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,01
57,000000,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
28,000000,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,00
24,024000,30,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
